CIK,accession number,URL,company,ticker,description,form type,type,filed at
1795815,0001795815-24-000004,https://www.sec.gov/Archives/edgar/data/1795815/000179581524000004/bcal2024proxystatement.htm,Southern California Bancorp \ CA (BCAL) (CIK 0001795815),BCAL,DEF 14A,DEF 14A,DEF 14A,2024-04-18
1795815,0001493152-23-006514,https://www.sec.gov/Archives/edgar/data/1795815/000149315223006514/filename1.htm,Southern California Bancorp \ CA (BCAL) (CIK 0001795815),BCAL,,DRS,DRS,2023-03-02
1795815,0001493152-23-013388,https://www.sec.gov/Archives/edgar/data/1795815/000149315223013388/form10-12ba.htm,Southern California Bancorp \ CA (BCAL) (CIK 0001795815),BCAL,,10-12B/A,10-12B/A,2023-04-24
1795815,0001493152-23-011285,https://www.sec.gov/Archives/edgar/data/1795815/000149315223011285/form10-12b.htm,Southern California Bancorp \ CA (BCAL) (CIK 0001795815),BCAL,,10-12B,10-12B,2023-04-06
1683553,0000950170-24-042270,https://www.sec.gov/Archives/edgar/data/1683553/000095017024042270/sprb-def14a-2024.htm,"SPRUCE BIOSCIENCES, INC. (SPRB) (CIK 0001683553)",SPRB,DEF 14A,DEF 14A,DEF 14A,2024-04-05
1683553,0000950170-23-011910,https://www.sec.gov/Archives/edgar/data/1683553/000095017023011910/sprb-def14a-2023.htm,"SPRUCE BIOSCIENCES, INC. (SPRB) (CIK 0001683553)",SPRB,DEF 14A,DEF 14A,DEF 14A,2023-04-05
1176984,0001193125-23-153943,https://www.sec.gov/Archives/edgar/data/1176984/000119312523153943/d397769dncsrs.htm,EATON VANCE MUNICIPAL BOND FUND (EIM) (CIK 0001176984),EIM,EATON VANCE MUNI BOND FUND,N-CSRS,N-CSRS,2023-05-25
1176984,0001193125-23-283212,https://www.sec.gov/Archives/edgar/data/1176984/000119312523283212/d555441dncsr.htm,EATON VANCE MUNICIPAL BOND FUND (EIM) (CIK 0001176984),EIM,EATON VANCE MUNICIPAL BOND FUND,N-CSR,N-CSR,2023-11-27
1327978,0001104659-23-045091,https://www.sec.gov/Archives/edgar/data/1327978/000110465923045091/tm232126-1_def14a.htm,Ares Real Estate Income Trust Inc. (CIK 0001327978),,DEF 14A,DEF 14A,DEF 14A,2023-04-13
1327978,0001104659-24-045861,https://www.sec.gov/Archives/edgar/data/1327978/000110465924045861/tm2411296-1_def14a.htm,Ares Real Estate Income Trust Inc. (CIK 0001327978),,DEF 14A,DEF 14A,DEF 14A,2024-04-10
1327978,0001327978-24-000042,https://www.sec.gov/Archives/edgar/data/1327978/000132797824000042/are-20240412x424b3.htm,Ares Real Estate Income Trust Inc. (CIK 0001327978),,424B3,424B3,424B3,2024-04-12
1327978,0001327978-23-000067,https://www.sec.gov/Archives/edgar/data/1327978/000132797823000067/are-20230417x424b3.htm,Ares Real Estate Income Trust Inc. (CIK 0001327978),,424B3,424B3,424B3,2023-04-17
1327978,0001327978-23-000060,https://www.sec.gov/Archives/edgar/data/1327978/000132797823000060/are-20230404xposam.htm,Ares Real Estate Income Trust Inc. (CIK 0001327978),,POS AM,POS AM,POS AM,2023-04-04
1327978,0001327978-24-000038,https://www.sec.gov/Archives/edgar/data/1327978/000132797824000038/are-20240402xposam.htm,Ares Real Estate Income Trust Inc. (CIK 0001327978),,POS AM,POS AM,POS AM,2024-04-02
1137883,0001410578-23-001831,https://www.sec.gov/Archives/edgar/data/1137883/000141057823001831/bcli-20230630x10q.htm,BRAINSTORM CELL THERAPEUTICS INC. (BCLI) (CIK 0001137883),BCLI,10-Q,10-Q,10-Q,2023-08-14
1137883,0001410578-23-001157,https://www.sec.gov/Archives/edgar/data/1137883/000141057823001157/bcli-20230331x10q.htm,BRAINSTORM CELL THERAPEUTICS INC. (BCLI) (CIK 0001137883),BCLI,10-Q,10-Q,10-Q,2023-05-15
1137883,0001410578-23-002443,https://www.sec.gov/Archives/edgar/data/1137883/000141057823002443/bcli-20230930x10q.htm,BRAINSTORM CELL THERAPEUTICS INC. (BCLI) (CIK 0001137883),BCLI,10-Q,10-Q,10-Q,2023-11-14
1137883,0001410578-24-000385,https://www.sec.gov/Archives/edgar/data/1137883/000141057824000385/bcli-20231231x10k.htm,BRAINSTORM CELL THERAPEUTICS INC. (BCLI) (CIK 0001137883),BCLI,10-K,10-K,10-K,2024-04-01
1137883,0001410578-23-000426,https://www.sec.gov/Archives/edgar/data/1137883/000141057823000426/bcli-20221231x10k.htm,BRAINSTORM CELL THERAPEUTICS INC. (BCLI) (CIK 0001137883),BCLI,10-K,10-K,10-K,2023-03-30
1834494,0001834494-23-000046,https://www.sec.gov/Archives/edgar/data/1834494/000183449423000046/a2023proxystatement.htm,"MeridianLink, Inc. (MLNK) (CIK 0001834494)",MLNK,DEF 14A,DEF 14A,DEF 14A,2023-04-26
1834494,0001834494-24-000063,https://www.sec.gov/Archives/edgar/data/1834494/000183449424000063/a2024proxystatement.htm,"MeridianLink, Inc. (MLNK) (CIK 0001834494)",MLNK,PRE 14A,PRE 14A,PRE 14A,2024-04-12
1834494,0001834494-24-000070,https://www.sec.gov/Archives/edgar/data/1834494/000183449424000070/a2024proxystatement.htm,"MeridianLink, Inc. (MLNK) (CIK 0001834494)",MLNK,DEF 14A,DEF 14A,DEF 14A,2024-04-24
1625941,0001104659-23-045101,https://www.sec.gov/Archives/edgar/data/1625941/000110465923045101/tm232118-1_def14a.htm,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc. (CIK 0001625941),,DEF 14A,DEF 14A,DEF 14A,2023-04-13
1625941,0001104659-24-045865,https://www.sec.gov/Archives/edgar/data/1625941/000110465924045865/tm242859-1_def14a.htm,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc. (CIK 0001625941),,DEF 14A,DEF 14A,DEF 14A,2024-04-10
1625941,0001625941-23-000051,https://www.sec.gov/Archives/edgar/data/1625941/000162594123000051/aire-20230404xposam.htm,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc. (CIK 0001625941),,POS AM,POS AM,POS AM,2023-04-04
1625941,0001625941-23-000056,https://www.sec.gov/Archives/edgar/data/1625941/000162594123000056/aire-20230417x424b3.htm,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc. (CIK 0001625941),,424B3,424B3,424B3,2023-04-17
1625941,0001625941-24-000031,https://www.sec.gov/Archives/edgar/data/1625941/000162594124000031/aire-20240412x424b3.htm,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc. (CIK 0001625941),,424B3,424B3,424B3,2024-04-12
1625941,0001625941-24-000028,https://www.sec.gov/Archives/edgar/data/1625941/000162594124000028/aire-20240402xposam.htm,ARES INDUSTRIAL REAL ESTATE INCOME TRUST Inc. (CIK 0001625941),,POS AM,POS AM,POS AM,2024-04-02
1539029,0001193125-23-124528,https://www.sec.gov/Archives/edgar/data/1539029/000119312523124528/d400098ddef14a.htm,"Clearside Biomedical, Inc. (CLSD) (CIK 0001539029)",CLSD,DEF 14A,DEF 14A,DEF 14A,2023-04-28
1539029,0001193125-24-118177,https://www.sec.gov/Archives/edgar/data/1539029/000119312524118177/d765074ddef14a.htm,"Clearside Biomedical, Inc. (CLSD) (CIK 0001539029)",CLSD,DEF 14A,DEF 14A,DEF 14A,2024-04-26
1177162,0001193125-23-153942,https://www.sec.gov/Archives/edgar/data/1177162/000119312523153942/d384302dncsrs.htm,EATON VANCE NEW YORK MUNICIPAL BOND FUND (ENX) (CIK 0001177162),ENX,EATON VANCE NY MUNI BOND FUND,N-CSRS,N-CSRS,2023-05-25
1177162,0001193125-23-291552,https://www.sec.gov/Archives/edgar/data/1177162/000119312523291552/d636181dncsra.htm,EATON VANCE NEW YORK MUNICIPAL BOND FUND (ENX) (CIK 0001177162),ENX,EATON VANCE NEW YORK MUNICIPAL BOND FUND,N-CSR/A,N-CSR/A,2023-12-08
1729214,0001171843-24-001821,https://www.sec.gov/Archives/edgar/data/1729214/000117184324001821/exh_993.htm,XORTX Therapeutics Inc. (XRTX) (CIK 0001729214),XRTX,EXHIBIT 99.3,6-K,EX-99.3,2024-04-04
1729214,0001171843-23-002053,https://www.sec.gov/Archives/edgar/data/1729214/000117184323002053/exh_993.htm,XORTX Therapeutics Inc. (XRTX) (CIK 0001729214),XRTX,EXHIBIT 99.3,6-K,EX-99.3,2023-04-03
1729214,0001410578-23-000844,https://www.sec.gov/Archives/edgar/data/1729214/000141057823000844/tmb-20221231x20f.htm,XORTX Therapeutics Inc. (XRTX) (CIK 0001729214),XRTX,20-F,20-F,20-F,2023-04-28
906709,0001140361-24-022440,https://www.sec.gov/Archives/edgar/data/906709/000114036124022440/ny20022201x1_def14a.htm,NEKTAR THERAPEUTICS (NKTR) (CIK 0000906709),NKTR,DEF 14A,DEF 14A,DEF 14A,2024-04-26
906709,0001140361-23-021580,https://www.sec.gov/Archives/edgar/data/906709/000114036123021580/ny20008281x1_def14a.htm,NEKTAR THERAPEUTICS (NKTR) (CIK 0000906709),NKTR,DEF 14A,DEF 14A,DEF 14A,2023-04-28
1631574,0001193125-24-122488,https://www.sec.gov/Archives/edgar/data/1631574/000119312524122488/d689252d10ka.htm,Wave Life Sciences Ltd. (WVE) (CIK 0001631574),WVE,10-K/A,10-K/A,10-K/A,2024-04-29
1631574,0001193125-23-127621,https://www.sec.gov/Archives/edgar/data/1631574/000119312523127621/d468878d10ka.htm,Wave Life Sciences Ltd. (WVE) (CIK 0001631574),WVE,10-K/A,10-K/A,10-K/A,2023-04-28
1631574,0001193125-23-137092,https://www.sec.gov/Archives/edgar/data/1631574/000119312523137092/d416458d10ka.htm,Wave Life Sciences Ltd. (WVE) (CIK 0001631574),WVE,10-K/A,10-K/A,10-K/A,2023-05-05
1631574,0001193125-23-175031,https://www.sec.gov/Archives/edgar/data/1631574/000119312523175031/d505907ddef14a.htm,Wave Life Sciences Ltd. (WVE) (CIK 0001631574),WVE,DEF 14A,DEF 14A,DEF 14A,2023-06-26
60365,0000930413-23-000938,https://www.sec.gov/Archives/edgar/data/60365/000093041323000938/c105258_ncsr.htm,LORD ABBETT BOND DEBENTURE FUND INC (CIK 0000060365),,CERTIFIED ANNUAL SHAREHOLDER REPORT,N-CSR,N-CSR,2023-03-02
60365,0000930413-24-000891,https://www.sec.gov/Archives/edgar/data/60365/000093041324000891/c107583_ncsr.htm,LORD ABBETT BOND DEBENTURE FUND INC (CIK 0000060365),,CERTIFIED ANNUAL SHAREHOLDER REPORT,N-CSR,N-CSR,2024-03-07
60365,0000930413-24-001417,https://www.sec.gov/Archives/edgar/data/60365/000093041324001417/c108433_485bpos-ixbrl.htm,LORD ABBETT BOND DEBENTURE FUND INC (CIK 0000060365),,POST-EFFECTIVE AMENDMENT (RULE 485B),485BPOS,485BPOS,2024-04-25
60365,0000930413-23-001488,https://www.sec.gov/Archives/edgar/data/60365/000093041323001488/c105824_485bpos-ixbrl.htm,LORD ABBETT BOND DEBENTURE FUND INC (CIK 0000060365),,POST-EFFECTIVE AMENDMENT (RULE 485B),485BPOS,485BPOS,2023-04-28
1510295,0001510295-24-000017,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000017/mpc-20240304.htm,Marathon Petroleum Corp (MPC) (CIK 0001510295),MPC,PRE 14A,PRE 14A,PRE 14A,2024-03-04
1510295,0001510295-24-000033,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000033/compressedfinal_printxvers.pdf,Marathon Petroleum Corp (MPC) (CIK 0001510295),MPC,COURTESY PDF OF MPC PROXY,DEF 14A,DEF 14A,2024-03-14
1510295,0001510295-24-000033,https://www.sec.gov/Archives/edgar/data/1510295/000151029524000033/mpc-20240313.htm,Marathon Petroleum Corp (MPC) (CIK 0001510295),MPC,DEF 14A,DEF 14A,DEF 14A,2024-03-14
1510295,0001510295-23-000028,https://www.sec.gov/Archives/edgar/data/1510295/000151029523000028/mpc-20230313.htm,Marathon Petroleum Corp (MPC) (CIK 0001510295),MPC,DEF 14A,DEF 14A,DEF 14A,2023-03-13
1510295,0001510295-23-000017,https://www.sec.gov/Archives/edgar/data/1510295/000151029523000017/mpc-20230301.htm,Marathon Petroleum Corp (MPC) (CIK 0001510295),MPC,PRE 14A,PRE 14A,PRE 14A,2023-03-01
1028918,0001104659-23-043286,https://www.sec.gov/Archives/edgar/data/1028918/000110465923043286/tm233450d3_def14a.htm,PACIFIC PREMIER BANCORP INC (PPBI) (CIK 0001028918),PPBI,FORM DEF 14A,DEF 14A,DEF 14A,2023-04-10
1028918,0001104659-24-041879,https://www.sec.gov/Archives/edgar/data/1028918/000110465924041879/tm242894-d4_def14a.htm,PACIFIC PREMIER BANCORP INC (PPBI) (CIK 0001028918),PPBI,FORM DEF 14A,DEF 14A,DEF 14A,2024-04-01
1824293,0001824293-23-000130,https://www.sec.gov/Archives/edgar/data/1824293/000182429323000130/a2023proxystatement.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,DEF 14A,DEF 14A,DEF 14A,2023-05-26
1824293,0001824293-24-000033,https://www.sec.gov/Archives/edgar/data/1824293/000182429324000033/ck0001824293-20231231.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,10-K,10-K,10-K,2024-03-28
1824293,0001628280-23-041689,https://www.sec.gov/Archives/edgar/data/1824293/000162828023041689/gribio-warrants424b3.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,424B3,424B3,424B3,2023-12-15
1824293,0001628280-24-013644,https://www.sec.gov/Archives/edgar/data/1824293/000162828024013644/gri-424b3prosuppno5todec20a.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,424B3,424B3,424B3,2024-03-28
1824293,0001628280-24-013642,https://www.sec.gov/Archives/edgar/data/1824293/000162828024013642/gri-424b3prosuppno1tooffera.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,424B3,424B3,424B3,2024-03-28
1824293,0001628280-24-002740,https://www.sec.gov/Archives/edgar/data/1824293/000162828024002740/gribio-20240131.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,S-1/A,S-1/A,S-1/A,2024-01-31
1824293,0001628280-24-002622,https://www.sec.gov/Archives/edgar/data/1824293/000162828024002622/gribio-20240131.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,S-1/A,S-1/A,S-1/A,2024-01-31
1824293,0001628280-23-040629,https://www.sec.gov/Archives/edgar/data/1824293/000162828023040629/gribio-20231204.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,S-1,S-1/A,S-1/A,2023-12-04
1824293,0001628280-24-003066,https://www.sec.gov/Archives/edgar/data/1824293/000162828024003066/gribio-424b4followon.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,424B4,424B4,424B4,2024-02-02
1824293,0001628280-23-042521,https://www.sec.gov/Archives/edgar/data/1824293/000162828023042521/gribio-20231221.htm,"GRI BIO, Inc. (GRI) (CIK 0001824293)",GRI,S-1,S-1,S-1,2023-12-21
1824293,0001628280-23-003003,https://www.sec.gov/Archives/edgar/data/1824293/000162828023003003/val-20230209.htm,"Vallon Pharmaceuticals, Inc. (VLON) (CIK 0001824293)",GRI,S-4/A,S-4/A,S-4/A,2023-02-09
1824293,0001628280-23-001687,https://www.sec.gov/Archives/edgar/data/1824293/000162828023001687/val-20230127.htm,"Vallon Pharmaceuticals, Inc. (VLON) (CIK 0001824293)",GRI,S-4/A,S-4/A,S-4/A,2023-01-30
1824293,0001628280-23-006987,https://www.sec.gov/Archives/edgar/data/1824293/000162828023006987/vlon-424b3.htm,"Vallon Pharmaceuticals, Inc. (VLON) (CIK 0001824293)",GRI,424B3,424B3,424B3,2023-03-08
1824293,0001628280-23-006542,https://www.sec.gov/Archives/edgar/data/1824293/000162828023006542/val-20230306.htm,"Vallon Pharmaceuticals, Inc. (VLON) (CIK 0001824293)",GRI,S-4/A,S-4/A,S-4/A,2023-03-06
1824293,0001628280-23-004948,https://www.sec.gov/Archives/edgar/data/1824293/000162828023004948/val-20230224.htm,"Vallon Pharmaceuticals, Inc. (GRI, VLON) (CIK 0001824293)",GRI,S-4/A,S-4/A,S-4/A,2023-02-24
802481,0000802481-24-000024,https://www.sec.gov/Archives/edgar/data/802481/000080248124000024/ppc-20240401.htm,PILGRIMS PRIDE CORP (PPC) (CIK 0000802481),PPC,DEF 14A,DEF 14A,DEF 14A,2024-04-01
802481,0000802481-23-000026,https://www.sec.gov/Archives/edgar/data/802481/000080248123000026/ppc-20230327.htm,PILGRIMS PRIDE CORP (PPC) (CIK 0000802481),PPC,DEF 14A,DEF 14A,DEF 14A,2023-03-27
802481,0000802481-23-000024,https://www.sec.gov/Archives/edgar/data/802481/000080248123000024/ppc-20230317.htm,PILGRIMS PRIDE CORP (PPC) (CIK 0000802481),PPC,PRE 14A,PRE 14A,PRE 14A,2023-03-17
1866633,0001140361-24-022428,https://www.sec.gov/Archives/edgar/data/1866633/000114036124022428/ny20022614x1_def14a.htm,"Consensus Cloud Solutions, Inc. (CCSI) (CIK 0001866633)",CCSI,DEF 14A,DEF 14A,DEF 14A,2024-04-26
1830214,0001628280-24-018970,https://www.sec.gov/Archives/edgar/data/1830214/000162828024018970/dna-20240429.htm,"Ginkgo Bioworks Holdings, Inc. (DNA, DNA-WT) (CIK 0001830214)",DNA,DEF 14A,DEF 14A,DEF 14A,2024-04-29
1830214,0000950170-23-015942,https://www.sec.gov/Archives/edgar/data/1830214/000095017023015942/dna-20230428.htm,"Ginkgo Bioworks Holdings, Inc. (DNA, DNA-WT) (CIK 0001830214)",DNA,DEF 14A,DEF 14A,DEF 14A,2023-04-28
1039280,0001493152-24-015407,https://www.sec.gov/Archives/edgar/data/1039280/000149315224015407/formdef14a.htm,NETSOL TECHNOLOGIES INC (NTWK) (CIK 0001039280),NTWK,,DEF 14A,DEF 14A,2024-04-22
1039280,0001493152-23-012508,https://www.sec.gov/Archives/edgar/data/1039280/000149315223012508/formdef14a.htm,NETSOL TECHNOLOGIES INC (NTWK) (CIK 0001039280),NTWK,,DEF 14A,DEF 14A,2023-04-17
1039280,0001493152-23-033429,https://www.sec.gov/Archives/edgar/data/1039280/000149315223033429/form10-k.htm,NETSOL TECHNOLOGIES INC (NTWK) (CIK 0001039280),NTWK,,10-K,10-K,2023-09-22
1831915,0001140361-23-021528,https://www.sec.gov/Archives/edgar/data/1831915/000114036123021528/ny20007889x1_def14a.htm,"Cytek Biosciences, Inc. (CTKB) (CIK 0001831915)",CTKB,DEF14A,DEF 14A,DEF 14A,2023-04-28
1831915,0001140361-24-022063,https://www.sec.gov/Archives/edgar/data/1831915/000114036124022063/ny20021894x1_def14a.htm,"Cytek Biosciences, Inc. (CTKB) (CIK 0001831915)",CTKB,DEF 14A,DEF 14A,DEF 14A,2024-04-25
1099800,0001099800-23-000008,https://www.sec.gov/Archives/edgar/data/1099800/000109980023000008/ew-20230314.htm,Edwards Lifesciences Corp (EW) (CIK 0001099800),EW,PRE 14A,PRE 14A,PRE 14A,2023-03-14
1099800,0001099800-23-000013,https://www.sec.gov/Archives/edgar/data/1099800/000109980023000013/ew-20230327.htm,Edwards Lifesciences Corp (EW) (CIK 0001099800),EW,DEF 14A,DEF 14A,DEF 14A,2023-03-28
101984,0000101984-24-000048,https://www.sec.gov/Archives/edgar/data/101984/000010198424000048/ueic-20231231.htm,UNIVERSAL ELECTRONICS INC (UEIC) (CIK 0000101984),UEIC,10-K,10-K,10-K,2024-03-14
101984,0000101984-23-000012,https://www.sec.gov/Archives/edgar/data/101984/000010198423000012/ueic-20221231.htm,UNIVERSAL ELECTRONICS INC (UEIC) (CIK 0000101984),UEIC,10-K,10-K,10-K,2023-03-08
1407973,0001193125-23-124390,https://www.sec.gov/Archives/edgar/data/1407973/000119312523124390/d403373ddef14a.htm,"Sonendo, Inc. (SONX) (CIK 0001407973)",SONX,DEF 14A,DEF 14A,DEF 14A,2023-04-28
1407973,0001193125-24-122211,https://www.sec.gov/Archives/edgar/data/1407973/000119312524122211/d550005ddef14a.htm,"Sonendo, Inc. (SONX) (CIK 0001407973)",SONX,DEF 14A,DEF 14A,DEF 14A,2024-04-29
1407973,0001193125-24-100802,https://www.sec.gov/Archives/edgar/data/1407973/000119312524100802/d550005dpre14a.htm,"Sonendo, Inc. (SONX) (CIK 0001407973)",SONX,PRE 14A,PRE 14A,PRE 14A,2024-04-18
1494650,0001494650-23-000037,https://www.sec.gov/Archives/edgar/data/1494650/000149465023000037/optnprelimproxy2023.htm,"OptiNose, Inc. (OPTN) (CIK 0001494650)",OPTN,PRE 14A,PRE 14A,PRE 14A,2023-04-21
1494650,0001494650-24-000047,https://www.sec.gov/Archives/edgar/data/1494650/000149465024000047/optnprelimproxy20233.htm,"OptiNose, Inc. (OPTN) (CIK 0001494650)",OPTN,DEF 14,DEF 14A,DEF 14A,2024-04-26
1494650,0001494650-23-000040,https://www.sec.gov/Archives/edgar/data/1494650/000149465023000040/optnfinalproxy2023.htm,"OptiNose, Inc. (OPTN) (CIK 0001494650)",OPTN,DEF 14A,DEF 14A,DEF 14A,2023-05-01
1802156,0001140361-24-020435,https://www.sec.gov/Archives/edgar/data/1802156/000114036124020435/ny20022055x1_def14a.htm,"Xponential Fitness, Inc. (XPOF) (CIK 0001802156)",XPOF,DEF 14A,DEF 14A,DEF 14A,2024-04-18
1802156,0001140361-23-015111,https://www.sec.gov/Archives/edgar/data/1802156/000114036123015111/ny20007538x1_def14a.htm,"Xponential Fitness, Inc. (XPOF) (CIK 0001802156)",XPOF,DEF 14A,DEF 14A,DEF 14A,2023-03-31
1532346,0001104659-23-051404,https://www.sec.gov/Archives/edgar/data/1532346/000110465923051404/tm231978-3_def14a.htm,"Atreca, Inc. (BCEL) (CIK 0001532346)",BCEL,DEF 14A,DEF 14A,DEF 14A,2023-04-27
1800682,0001193125-23-094561,https://www.sec.gov/Archives/edgar/data/1800682/000119312523094561/d457334d10ka.htm,"Cano Health, Inc. (CANO) (CIK 0001800682)",CANOQ,FORM 10-K/A,10-K/A,10-K/A,2023-04-07
1800682,0001193125-23-130918,https://www.sec.gov/Archives/edgar/data/1800682/000119312523130918/d458332dpre14a.htm,"Cano Health, Inc. (CANO) (CIK 0001800682)",CANOQ,PRE 14A,PRE 14A,PRE 14A,2023-05-02
1800682,0001193125-23-144033,https://www.sec.gov/Archives/edgar/data/1800682/000119312523144033/d458332dprer14a.htm,"Cano Health, Inc. (CANO) (CIK 0001800682)",CANOQ,PRER14A,PRER14A,PRER14A,2023-05-15
1800682,0001193125-23-149583,https://www.sec.gov/Archives/edgar/data/1800682/000119312523149583/d458332ddef14a.htm,"Cano Health, Inc. (CANO) (CIK 0001800682)",CANOQ,DEF 14A,DEF 14A,DEF 14A,2023-05-22
1816431,0001140361-23-014533,https://www.sec.gov/Archives/edgar/data/1816431/000114036123014533/ny20007250x4_def14a.htm,Quantum-Si Inc (QSI) (CIK 0001816431),QSI,DEF 14A,DEF 14A,DEF 14A,2023-03-29
1816431,0001140361-23-012311,https://www.sec.gov/Archives/edgar/data/1816431/000114036123012311/ny20007250x1_pre14a.htm,Quantum-Si Inc (QSI) (CIK 0001816431),QSI,PRE 14A,PRE 14A,PRE 14A,2023-03-17
1029125,0001437749-23-006899,https://www.sec.gov/Archives/edgar/data/1029125/000143774923006899/pbla20221231_10k.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM 10-K,10-K,10-K,2023-03-16
1029125,0001437749-24-009418,https://www.sec.gov/Archives/edgar/data/1029125/000143774924009418/pbla20231231_10k.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM 10-K,10-K,10-K,2024-03-26
1029125,0001437749-23-003062,https://www.sec.gov/Archives/edgar/data/1029125/000143774923003062/pbla20230210_s1.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM S-1,S-1,S-1,2023-02-10
1029125,0001437749-24-000444,https://www.sec.gov/Archives/edgar/data/1029125/000143774924000444/pbla20231229_s1.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM S-1,S-1,S-1,2024-01-04
1029125,0001437749-24-012445,https://www.sec.gov/Archives/edgar/data/1029125/000143774924012445/pbla20240410_s1.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM S-1,S-1,S-1,2024-04-18
1029125,0001437749-24-001785,https://www.sec.gov/Archives/edgar/data/1029125/000143774924001785/pbla20240119_s1a.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM S-1/A,S-1/A,S-1/A,2024-01-22
1029125,0001437749-24-002585,https://www.sec.gov/Archives/edgar/data/1029125/000143774924002585/pbla20240130_424b4.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM 424B4,424B4,424B4,2024-01-30
1029125,0001437749-23-002015,https://www.sec.gov/Archives/edgar/data/1029125/000143774923002015/pbla20230127_424b4.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM 424B4,424B4,424B4,2023-01-30
1029125,0001437749-24-002145,https://www.sec.gov/Archives/edgar/data/1029125/000143774924002145/pbla20240125_s1a.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM S-1/A,S-1/A,S-1/A,2024-01-25
1029125,0001437749-23-001375,https://www.sec.gov/Archives/edgar/data/1029125/000143774923001375/pbla20230119b_s1a.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM S-1/A,S-1/A,S-1/A,2023-01-20
1029125,0001437749-23-001188,https://www.sec.gov/Archives/edgar/data/1029125/000143774923001188/pbla20230113_s1a.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM S-1/A,S-1/A,S-1/A,2023-01-18
1029125,0001437749-24-002121,https://www.sec.gov/Archives/edgar/data/1029125/000143774924002121/pbla20240123_s1a.htm,"Panbela Therapeutics, Inc. (PBLA) (CIK 0001029125)",PBLA,FORM S-1/A,S-1/A,S-1/A,2024-01-25
1728117,0001728117-23-000040,https://www.sec.gov/Archives/edgar/data/1728117/000172811723000040/goss-20230427.htm,"Gossamer Bio, Inc. (GOSS) (CIK 0001728117)",GOSS,DEF 14A,DEF 14A,DEF 14A,2023-04-28
1728117,0001728117-23-000034,https://www.sec.gov/Archives/edgar/data/1728117/000172811723000034/goss-20230417.htm,"Gossamer Bio, Inc. (GOSS) (CIK 0001728117)",GOSS,PRE 14A,PRE 14A,PRE 14A,2023-04-17
1728117,0001728117-24-000044,https://www.sec.gov/Archives/edgar/data/1728117/000172811724000044/goss-20240422.htm,"Gossamer Bio, Inc. (GOSS) (CIK 0001728117)",GOSS,DEF 14A,DEF 14A,DEF 14A,2024-04-24
1499422,0001437749-23-017232,https://www.sec.gov/Archives/edgar/data/1499422/000143774923017232/rbb20221231_10ka.htm,RBB Bancorp (RBB) (CIK 0001499422),RBB,FORM 10-K/A,10-K/A,10-K/A,2023-06-13
1499422,0001437749-23-014237,https://www.sec.gov/Archives/edgar/data/1499422/000143774923014237/rbb20230320_def14a.htm,RBB Bancorp (RBB) (CIK 0001499422),RBB,FORM DEF 14A,DEF 14A,DEF 14A,2023-05-12
1160363,0001580642-23-006352,https://www.sec.gov/Archives/edgar/data/1160363/000158064223006352/investmenthouse_485bpos.htm,Investment House Funds (CIK 0001160363),,485POS,485BPOS,485BPOS,2023-11-28
1210123,0001193125-23-181140,https://www.sec.gov/Archives/edgar/data/1210123/000119312523181140/d129818dncsr.htm,ALLSPRING INCOME OPPORTUNITIES FUND (EAD) (CIK 0001210123),EAD,N-CSR,N-CSR,N-CSR,2023-07-03
